form,lemma,POS,morph
morem,mos,NOMcom,Case=Acc|Numb=Sing
regionis,regio,NOMcom,Case=Gen|Numb=Sing
Chanaan,Chanaan,NOMpro,Case=Acc|Numb=Sing
ad,ad2,PRE,MORPH=empty
quam,qui1,PROrel,Case=Acc|Numb=Sing|Gend=Fem
ego,ego,PROper,Case=Nom|Numb=Sing
introducturus,introduco,VER,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=Act
sum,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
vos,uos,PROper,Case=Nom|Numb=Plur
non,non,ADVneg,MORPH=empty
agetis,ago,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2
nec,neque,ADVneg,MORPH=empty
in,in,PRE,MORPH=empty
legitimis,legitimus,ADJqua,Case=Abl|Numb=Plur|Gend=Masc|Deg=Pos
eorum,is,PROdem,Case=Gen|Numb=Plur|Gend=Masc
ambulabitis,ambulo,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2
Facietis,facio,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2
judicia,iudicium,NOMcom,Case=Acc|Numb=Plur
mea,meus,PROpos,Case=Acc|Numb=Plur|Gend=Neut
et,et2,CONcoo,MORPH=empty
praecepta,praeceptum,NOMcom,Case=Acc|Numb=Plur
mea,meus,PROpos,Case=Acc|Numb=Plur|Gend=Neut
servabitis,seruo,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2
et,et2,CONcoo,MORPH=empty
ambulabitis,ambulo,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2
in,in,PRE,MORPH=empty
eis,is,PROdem,Case=Abl|Numb=Plur|Gend=Masc
Ego,ego,PROper,Case=Nom|Numb=Sing
Dominus,dominus,NOMcom,Case=Nom|Numb=Sing
Deus,deus,NOMcom,Case=Nom|Numb=Sing
vester,uester,PROpos,Case=Nom|Numb=Sing|Gend=Masc
Custodite,custodio,VER,Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
leges,lex,NOMcom,Case=Acc|Numb=Plur
meas,meus,PROpos,Case=Acc|Numb=Plur|Gend=Fem
atque,atque1,CONcoo,MORPH=empty
judicia,iudicium,NOMcom,Case=Acc|Numb=Plur
quae,qui1,PROrel,Case=Acc|Numb=Plur|Gend=Neut
faciens,facio,VER,Case=Nom|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
homo,homo,NOMcom,Case=Nom|Numb=Sing
vivet,uiuo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
in,in,PRE,MORPH=empty
eis,is,PROdem,Case=Abl|Numb=Plur|Gend=Masc
Ego,ego,PROper,Case=Nom|Numb=Sing
Dominus,dominus,NOMcom,Case=Nom|Numb=Sing
Omnis,omnis,PROind,Case=Nom|Numb=Sing|Gend=Masc
homo,homo,NOMcom,Case=Nom|Numb=Sing
ad,ad2,PRE,MORPH=empty
proximam,propior,ADJqua,Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
sanguinis,sanguis,NOMcom,Case=Gen|Numb=Sing
sui,suus,PROpos.ref,Case=Gen|Numb=Sing|Gend=MascNeut
non,non,ADVneg,MORPH=empty
accedet,accedo1,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
ut,ut4,CONsub,MORPH=empty
revelet,reuelo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
ejus,is,PROdem,Case=Gen|Numb=Sing|Gend=Masc
Ego,ego,PROper,Case=Nom|Numb=Sing
Dominus,dominus,NOMcom,Case=Nom|Numb=Sing
Turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
patris,pater,NOMcom,Case=Gen|Numb=Sing
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=Neut
et,et2,CONcoo,MORPH=empty
turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
matris,mater,NOMcom,Case=Gen|Numb=Sing
tuae,tuus,PROpos,Case=Gen|Numb=Sing|Gend=Fem
non,non,ADVneg,MORPH=empty
discooperies,discouerio,VER,Numb=Sing|Person=2
mater,mater,NOMcom,Case=Nom|Numb=Sing
tua,tuus,PROpos,Case=Nom|Numb=Sing|Gend=Fem
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
non,non,ADVneg,MORPH=empty
revelabis,reuelo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
ejus,is,PROdem,Case=Gen|Numb=Sing|Gend=Fem
Turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
uxoris,uxor,NOMcom,Case=Gen|Numb=Sing
patris,pater,NOMcom,Case=Gen|Numb=Sing
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
non,non,ADVneg,MORPH=empty
discooperies,discomerio,VER,Numb=Sing|Person=2
turpitudo,turpitudo,NOMcom,Case=Nom|Numb=Sing
enim,enim2,CONcoo,MORPH=empty
patris,pater,NOMcom,Case=Gen|Numb=Sing
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
sororis,soror,NOMcom,Case=Gen|Numb=Sing
tuae,tuus,PROpos,Case=Gen|Numb=Sing|Gend=Fem
ex,ex,PRE,MORPH=empty
patre,pater,NOMcom,Case=Abl|Numb=Sing
sive,siue1,CONcoo,MORPH=empty
ex,ex,PRE,MORPH=empty
matre,mater,NOMcom,Case=Abl|Numb=Sing
quae,qui1,PROrel,Case=Nom|Numb=Sing|Gend=Fem
domi,domus,NOMcom,Case=Loc|Numb=Sing
vel,uel2,CONcoo,MORPH=empty
foris,foris2,ADV,Deg=Pos
genita,gigno,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
non,non,ADVneg,MORPH=empty
revelabis,reuelo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
Turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
filiae,filia,NOMcom,Case=Gen|Numb=Sing
filii,filius,NOMcom,Case=Gen|Numb=Sing
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
vel,uel2,CONcoo,MORPH=empty
neptis,neptis,NOMcom,Case=Gen|Numb=Sing
ex,ex,PRE,MORPH=empty
filia,filia,NOMcom,Case=Abl|Numb=Sing
non,non,ADVneg,MORPH=empty
revelabis,reuelo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
quia,quia,CONsub,MORPH=empty
turpitudo,turpitudo,NOMcom,Case=Nom|Numb=Sing
tua,tuus,PROpos,Case=Nom|Numb=Sing|Gend=Fem
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
filiae,filia,NOMcom,Case=Gen|Numb=Sing
uxoris,uxor,NOMcom,Case=Gen|Numb=Sing
patris,pater,NOMcom,Case=Gen|Numb=Sing
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
quam,quam1,PROrel,Case=Acc|Numb=Sing|Gend=Fem
peperit,pario2,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
patri,pater,NOMcom,Case=Dat|Numb=Sing
tuo,tuus,PROpos,Case=Dat|Numb=Sing|Gend=Masc
et,et2,CONcoo,MORPH=empty
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
soror,soror,NOMcom,Case=Nom|Numb=Sing
tua,tuus,PROpos,Case=Nom|Numb=Sing|Gend=Fem
non,non,ADVneg,MORPH=empty
revelabis,reuelo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
Turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
sororis,soror,NOMcom,Case=Gen|Numb=Sing
patris,pater,NOMcom,Case=Gen|Numb=Sing
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
non,non,ADVneg,MORPH=empty
discooperies,discomerio,VER,Numb=Sing|Person=2
quia,quia,CONsub,MORPH=empty
caro,caro1,NOMcom,Case=Nom|Numb=Sing
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
patris,pater,NOMcom,Case=Gen|Numb=Sing
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
Turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
sororis,soror,NOMcom,Case=Gen|Numb=Sing
matris,mater,NOMcom,Case=Gen|Numb=Sing
tuae,tuus,PROpos,Case=Gen|Numb=Sing|Gend=Fem
non,non,ADVneg,MORPH=empty
revelabis,reuelo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
eo,eo3,PROdem,Case=Abl|Numb=Sing
quod,quod2,CONsub,MORPH=empty
caro,caro1,NOMcom,Case=Nom|Numb=Sing
sit,sum1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
matris,mater,NOMcom,Case=Gen|Numb=Sing
tuae,tuus,PROpos,Case=Gen|Numb=Sing|Gend=Fem
Turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
patrui,patruus1,NOMcom,Case=Gen|Numb=Sing
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
non,non,ADVneg,MORPH=empty
revelabis,reuelo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
nec,nec1,ADVneg,MORPH=empty
accedes,accedo1,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
ad,ad2,PRE,MORPH=empty
uxorem,uxor,NOMcom,Case=Acc|Numb=Sing
ejus,is,PROdem,Case=Gen|Numb=Sing|Gend=Fem
quae,qui1,PROrel,Case=Nom|Numb=Sing|Gend=Fem
tibi,tu,PROper,Case=Dat|Numb=Sing
affinitate,affinitas,NOMcom,Case=Abl|Numb=Sing
conjungitur,coniungo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
nurus,nurus,NOMcom,Case=Gen|Numb=Sing
tuae,tuus,PROpos,Case=Gen|Numb=Sing|Gend=Fem
non,non,ADVneg,MORPH=empty
revelabis,reuelo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
quia,quia,CONsub,MORPH=empty
uxor,uxor,NOMcom,Case=Nom|Numb=Sing
filii,filius,NOMcom,Case=Gen|Numb=Sing
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
nec,nec1,ADVneg,MORPH=empty
discooperies,discomerio,VER,Numb=Sing|Person=2
ignominiam,ignominia,NOMcom,Case=Acc|Numb=Sing
ejus,is,PROdem,Case=Gen|Numb=Sing|Gend=Com
Turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
uxoris,uxor,NOMcom,Case=Gen|Numb=Sing
fratris,frater,NOMcom,Case=Gen|Numb=Sing
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
non,non,ADVneg,MORPH=empty
revelabis,reuelo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
quia,quia,CONsub,MORPH=empty
turpitudo,turpitudo,NOMcom,Case=Nom|Numb=Sing
fratris,frater,NOMcom,Case=Gen|Numb=Sing
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
uxoris,uxor,NOMcom,Case=Gen|Numb=Sing
tuae,tuus,PROpos,Case=Gen|Numb=Sing|Gend=Fem
et,et2,CONcoo,MORPH=empty
filiae,filia,NOMcom,Case=Gen|Numb=Sing
ejus,is,PROdem,Case=Gen|Numb=Sing|Gend=Fem
non,non,ADVneg,MORPH=empty
revelabis,reuelo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
Filiam,filia,NOMcom,Case=Acc|Numb=Sing
filii,filius,NOMcom,Case=Gen|Numb=Sing
ejus,is,PROdem,Case=Gen|Numb=Sing|Gend=Masc
et,et2,CONcoo,MORPH=empty
filiam,filia,NOMcom,Case=Acc|Numb=Sing
filiae,filia,NOMcom,Case=Gen|Numb=Sing
illius,ille,PROdem,Case=Gen|Numb=Sing|Gend=Masc
non,non,ADVneg,MORPH=empty
sumes,sumo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
ut,ut4,CONsub,MORPH=empty
reveles,reuelio,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
ignominiam,ignominia,NOMcom,Case=Acc|Numb=Sing
ejus,is,PROdem,Case=Gen|Numb=Sing|Gend=Masc
quia,quia,CONsub,MORPH=empty
caro,caro1,NOMcom,Case=Nom|Numb=Sing
illius,ille,PROdem,Case=Gen|Numb=Sing|Gend=Com
sunt,sum1,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et,et2,CONcoo,MORPH=empty
talis,talis,PROdem,Case=Nom|Numb=Sing|Gend=MascFem
coitus,coitus,NOMcom,Case=Gen|Numb=Sing
incestus,incestus2,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Sororem,soror,NOMcom,Case=Acc|Numb=Sing
uxoris,uxor,NOMcom,Case=Gen|Numb=Sing
tuae,tuus,PROpos,Case=Gen|Numb=Sing|Gend=Fem
in,in,PRE,MORPH=empty
pellicatum,pellicatus,NOMcom,Case=Acc|Numb=Sing
illius,ille,PROdem,Case=Gen|Numb=Sing|Gend=Com
non,non,ADVneg,MORPH=empty
accipies,accipio,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
nec,nec1,ADVneg,MORPH=empty
revelabis,reuelo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
turpitudinem,turpitudo,NOMcom,Case=Acc|Numb=Sing
ejus,is,PROdem,Case=Gen|Numb=Sing|Gend=Com
adhuc,adhuc,ADV,Deg=Pos
illa,ille,PROdem,Case=Abl|Numb=Sing|Gend=Fem
vivente,uiuo,VER,Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
Ad,ad2,PRE,MORPH=empty
mulierem,mulier,NOMcom,Case=Acc|Numb=Sing
quae,qui1,PROrel,Case=Nom|Numb=Sing|Gend=Fem
patitur,patior,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
menstrua,menstruus,NOMcom,Case=Acc|Numb=Sing|Gend=Neut
non,non,ADVneg,MORPH=empty
accedes,accedo1,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
nec,nec1,ADVneg,MORPH=empty
revelabis,reuelo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
foeditatem,foeditas,NOMcom,Case=Acc|Numb=Sing
ejus,is,PROdem,Case=Gen|Numb=Sing|Gend=Com
Cum,cum2,PRE,MORPH=empty
uxore,uxor,NOMcom,Case=Abl|Numb=Sing
proximi,propior,ADJqua,Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
non,non,ADVneg,MORPH=empty
coibis,coeo1,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act
nec,nec1,ADVneg,MORPH=empty
seminis,semen1,NOMcom,Case=Gen|Numb=Sing
commistione,commistio,NOMcom,Case=Abl|Numb=Sing
maculaberis,maculo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=2
De,de,PRE,MORPH=empty
semine,semen1,NOMcom,Case=Abl|Numb=Sing
tuo,tuus,PROpos,Case=Abl|Numb=Sing|Gend=MascNeut
non,non,ADVneg,MORPH=empty
dabis,do,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
ut,ut4,CONsub,MORPH=empty
consecretur,consecro,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
idolo,idolum,NOMcom,Case=Abl|Numb=Sing
Moloch,Moloch,NOMcom,Case=Ind|Numb=Sing
nec,nec1,ADVneg,MORPH=empty
pollues,polluo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
nomen,nomen,NOMcom,Case=Acc|Numb=Sing
Dei,deus,NOMcom,Case=Gen|Numb=Sing
tui,tuus,PROpos,Case=Gen|Numb=Sing|Gend=MascNeut
Ego,ego,PROper,Case=Nom|Numb=Sing
Dominus,dominus,NOMcom,Case=Nom|Numb=Sing
Cum,cum3,CONsub,MORPH=empty
masculo,masculus,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
non,non,ADVneg,MORPH=empty
commiscearis,commisceo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=2
coitu,coitus,NOMcom,Case=Abl|Numb=Sing
femineo,femineus,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
quia,quia,CONsub,MORPH=empty
abominatio,abominatio,NOMcom,Case=Nom|Numb=Sing
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Cum,cum2,PRE,MORPH=empty
omni,omnis,PROind,Case=Abl|Numb=Sing|Gend=Com
pecore,pecus1,NOMcom,Case=Abl|Numb=Sing
non,non,ADVneg,MORPH=empty
coibis,coeo1,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act
nec,nec1,ADVneg,MORPH=empty
maculaberis,maculo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=2
cum,cum3,CONsub,MORPH=empty
eo,is,PROdem,Case=Abl|Numb=Sing|Gend=Masc
Mulier,mulier,NOMcom,Case=Nom|Numb=Sing
non,non,ADVneg,MORPH=empty
succumbet,succumbo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
jumento,iumentum,NOMcom,Case=Abl|Numb=Sing
nec,nec2,CONcoo,MORPH=empty
miscebitur,misceo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=3
ei,is,PROdem,Case=Dat|Numb=Sing|Gend=Masc
quia,quia,CONsub,MORPH=empty
scelus,scelus,NOMcom,Case=Nom|Numb=Sing
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Nec,nec1,ADVneg,MORPH=empty
polluamini,polluo,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=2
in,in,PRE,MORPH=empty
omnibus,omnis,PROind,Case=Abl|Numb=Plur|Gend=Com
his,hic1,PROdem,Case=Abl|Numb=Plur|Gend=Com
quibus,qui1,PROrel,Case=Dat|Numb=Plur|Gend=Com
contaminatae,contamino,VER,Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
sunt,sum1,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
universae,uniuersus,ADJqua,Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos
gentes,gens,NOMcom,Case=Nom|Numb=Plur
quas,qui1,PROrel,Case=Acc|Numb=Plur|Gend=Fem
ego,ego,PROper,Case=Nom|Numb=Sing
ejiciam,eicio,VER,Numb=Sing|Person=1
ante,ante2,PRE,MORPH=empty
conspectum,conspectus1,NOMcom,Case=Acc|Numb=Sing
vestrum,uester,PROpos,Case=Gen|Numb=Sing|Gend=Neut
et,et2,CONcoo,MORPH=empty
quibus,qui1,PROrel,Case=Dat|Numb=Plur|Gend=Com
polluta,polluo,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
terra,terra,NOMcom,Case=Nom|Numb=Sing
cujus,qui1,PROrel,Case=Gen|Numb=Sing|Gend=Neut
ego,ego,PROper,Case=Nom|Numb=Sing
scelera,scelus,NOMcom,Case=Acc|Numb=Plur
visitabo,uisito,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
ut,ut4,CONsub,MORPH=empty
evomat,euomo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
habitatores,habitator,NOMcom,Case=Acc|Numb=Plur
suos,suus,PROpos.ref,Case=Acc|Numb=Plur|Gend=Masc
Custodite,custodio,VER,Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
legitima,legitimus,ADJqua,Case=Acc|Numb=Plur|Gend=Neut
mea,meus,PROpos,Case=Acc|Numb=Plur|Gend=Neut
atque,atque1,CONcoo,MORPH=empty
judicia,iudicium,NOMcom,Case=Acc|Numb=Plur
et,et2,CONcoo,MORPH=empty
non,non,ADVneg,MORPH=empty
faciatis,facio,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=2
ex,ex,PRE,MORPH=empty
omnibus,omnis,PROind,Case=Abl|Numb=Plur|Gend=Com
abominationibus,abominatio,NOMcom,Case=Abl|Numb=Plur
istis,iste,PROdem,Case=Abl|Numb=Plur|Gend=Com
tam,tam,ADV,Deg=Pos
indigena,indigena,NOMcom,Case=Nom|Numb=Plur
quam,quam1,ADVrel,MORPH=empty
colonus,colonus1,NOMcom,Case=Nom|Numb=Sing
qui,qui1,PROrel,Case=Nom|Numb=Plur|Gend=Masc
peregrinantur,peregrinor,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
apud,apud,PRE,MORPH=empty
vos,uos,PROper,Case=Acc|Numb=Plur
Omnes,omnis,PROind,Case=Nom|Numb=Plur|Gend=MascFem
enim,enim2,CONcoo,MORPH=empty
execrationes,exsecratio,NOMcom,Case=Nom|Numb=Plur
istas,iste,PROdem,Case=Acc|Numb=Plur|Gend=Fem
fecerunt,facio,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
accolae,accola,NOMcom,Case=Nom|Numb=Plur
terrae,terra,NOMcom,Case=Nom|Numb=Plur
qui,qui1,PROrel,Case=Nom|Numb=Plur|Gend=Masc
fuerunt,sum1,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ante,ante2,PRE,MORPH=empty
vos,uos,PROper,Case=Acc|Numb=Plur
et,et2,CONcoo,MORPH=empty
polluerunt,polluo,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
eam,is,PROdem,Case=Acc|Numb=Sing|Gend=Fem
Cavete,caueo,VER,Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
ergo,ergo2,CONcoo,MORPH=empty
ne,ne4,CONsub,MORPH=empty
et,et1,ADV,Deg=Pos
vos,uos,PROper,Case=Acc|Numb=Plur
similiter,similiter,ADV,Deg=Pos
evomat,euomo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
cum,cum3,CONsub,MORPH=empty
paria,par2,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
feceritis,facio,VER,Numb=Plur|Mood=Ind|Tense=FutAnt|Voice=Act|Person=2
sicut,sicut1,ADVrel,MORPH=empty
evomuit,euomo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
gentem,gens,NOMcom,Case=Acc|Numb=Sing
quae,qui1,PROrel,Case=Nom|Numb=Sing|Gend=Fem
fuit,sum1,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ante,ante2,PRE,MORPH=empty
vos,uos,PROper,Case=Acc|Numb=Plur
Omnis,omnis,PROind,Case=Nom|Numb=Sing|Gend=Fem
anima,anima,NOMcom,Case=Nom|Numb=Sing
quae,qui1,PROrel,Case=Nom|Numb=Sing|Gend=Fem
fecerit,facio,VER,Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
de,de,PRE,MORPH=empty
abominationibus,abominatio,NOMcom,Case=Abl|Numb=Plur
his,hic1,PROdem,Case=Abl|Numb=Plur|Gend=Neut
quippiam,quispiam,PROind,Case=Nom|Numb=Sing|Gend=Neut
peribit,pereo1,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
de,de,PRE,MORPH=empty
medio,medius,ADJqua,Case=Abl|Numb=Sing|Gend=Neut|Deg=Pos
populi,populus1,NOMcom,Case=Gen|Numb=Sing
sui,suus,PROpos.ref,Case=Gen|Numb=Sing|Gend=Masc
Custodite,custodio,NOMpro,Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
mandata,mandatum,NOMcom,Case=Acc|Numb=Plur
mea,meus,PROpos,Case=Acc|Numb=Plur|Gend=Neut
Nolite,nolo,VER,Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
facere,facio,VER,Mood=Inf|Tense=Pres|Voice=Act
quae,qui1,PROrel,Case=Acc|Numb=Plur|Gend=Neut
fecerunt,facio,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
hi,hic1,PROdem,Case=Nom|Numb=Plur|Gend=Masc
qui,qui1,PROrel,Case=Nom|Numb=Plur|Gend=Masc
fuerunt,sum1,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ante,ante2,PRE,MORPH=empty
vos,uos,PROper,Case=Acc|Numb=Plur
et,et2,CONcoo,MORPH=empty
ne,ne3,ADVneg,MORPH=empty
polluamini,polluo,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=2
in,in,PRE,MORPH=empty
eis,is,PROdem,Case=Abl|Numb=Plur|Gend=Masc
Ego,ego,PROper,Case=Nom|Numb=Sing
Dominus,dominus,NOMcom,Case=Nom|Numb=Sing
Deus,deus,NOMcom,Case=Nom|Numb=Sing
vester,uester,PROpos,Case=Nom|Numb=Sing|Gend=Masc
Locutus,loquor,VER,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Dominus,dominus,NOMcom,Case=Nom|Numb=Sing
ad,ad2,PRE,MORPH=empty
Moysen,Moyses,NOMpro,Case=Acc|Numb=Sing
dicens,dico2,VER,Case=Nom|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
Loquere,loquor,VER,Numb=Sing|Mood=Imp|Tense=Pres|Voice=Pass|Person=2
ad,ad2,PRE,MORPH=empty
omnem,omnis,PROind,Case=Acc|Numb=Sing|Gend=MascFem
coetum,coetus,NOMcom,Case=Acc|Numb=Sing
filiorum,filius,NOMcom,Case=Gen|Numb=Plur
Israel,Israel,NOMpro,Case=Ind
et,et2,CONcoo,MORPH=empty
dices,dico2,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
ad,ad2,PRE,MORPH=empty
eos,is,PROdem,Case=Acc|Numb=Plur|Gend=Masc
Sancti,sanctus,ADJqua,Case=Gen|Numb=Plur|Gend=Masc|Deg=Pos
estote,sum1,VER,Numb=Plur|Mood=Imp|Tense=Fut|Voice=Act|Person=2
